"","happylag","excitedlag","relaxedlag","satisfiedlag","angrylag","anxiouslag","depressedlag","sadlag","happy","excited","relaxed","satisfied","angry","anxious","depressed","sad"
"happy",5,1,0,0,0,0,0,0,0,0,5,0,0,0,5,0
"excited",0,5,0,0,0,0,0,1,5,0,0,2,0,0,0,0
"relaxed",0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0
"satisfied",0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,1
"angry",0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,5
"anxious",0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0
"depressed",0,0,0,0,0,0,5,0,0,0,5,0,1,0,0,0
"sad",0,0,0,0,0,0,0,5,0,0,0,1,0,0,5,0
