0,8,12,19,18,25,21,20,29,23
8,0,0,5,1,6,5,6,6,3
12,0,0,10,8,10,10,10,11,7
19,5,10,0,12,19,18,19,18,15
18,1,8,12,0,13,11,12,16,15
25,6,10,19,13,0,19,19,28,21
21,5,10,18,11,19,0,18,20,15
20,6,10,19,12,19,18,0,21,14
29,6,11,18,16,28,20,21,0,21
23,3,7,15,15,21,15,14,21,0
