"","happylag","excitedlag","relaxedlag","satisfiedlag","angrylag","anxiouslag","depressedlag","sadlag","happy","excited","relaxed","satisfied","angry","anxious","depressed","sad"
"happylag",1,0.5189,0.4635,0.5875,-0.3499,-0.0479,-0.4212,-0.3236,0,0,0,0,0,0,0,0
"excitedlag",0.5189,1,0.4313,0.5298,-0.1507,-0.171,-0.2657,-0.2149,0,0,0,0,0,0,0,0
"relaxedlag",0.4635,0.4313,1,0.6237,-0.2281,-0.0679,-0.2512,-0.2565,0,0,0,0,0,0,0,0
"satisfiedlag",0.5875,0.5298,0.6237,1,-0.2498,-0.1829,-0.2276,-0.3066,0,0,0,0,0,0,0,0
"angrylag",-0.3499,-0.1507,-0.2281,-0.2498,1,0.1303,0.5864,0.5944,0,0,0,0,0,0,0,0
"anxiouslag",-0.0479,-0.171,-0.0679,-0.1829,0.1303,1,0.1564,0.0426,0,0,0,0,0,0,0,0
"depressedlag",-0.4212,-0.2657,-0.2512,-0.2276,0.5864,0.1564,1,0.4782,0,0,0,0,0,0,0,0
"sadlag",-0.3236,-0.2149,-0.2565,-0.3066,0.5944,0.0426,0.4782,1,0,0,0,0,0,0,0,0
"happy",0,0,0,0,0,0,0,0,0.8179,0,0,0,0,0,0,0
"excited",0,0,0,0,0,0,0,0,0,0.6378,0,0,0,0,0,0
"relaxed",0,0,0,0,0,0,0,0,0,0,0.5362,0,0,0,0,0
"satisfied",0,0,0,0,0,0,0,0,0,0,0,0.5719,0,0,0,0
"angry",0,0,0,0,0,0,0,0,0,0,0,0,0.5142,0,0,0
"anxious",0,0,0,0,0,0,0,0,0,0,0,0,0,0.9831,0,0
"depressed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7808,0
"sad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7172
