"","happylag","excitedlag","relaxedlag","satisfiedlag","angrylag","anxiouslag","depressedlag","sadlag","happy","excited","relaxed","satisfied","angry","anxious","depressed","sad"
"happylag",0.997,0.315,0.7219,0.8206,-0.5025,-0.3141,-0.6922,-0.6055,0,0,0,0,0,0,0,0
"excitedlag",0.315,1.029,0.3106,0.3451,-0.1252,-0.0677,-0.1054,-0.2124,0,0,0,0,0,0,0,0
"relaxedlag",0.7219,0.3106,1.0033,0.7783,-0.4812,-0.2864,-0.5556,-0.5621,0,0,0,0,0,0,0,0
"satisfiedlag",0.8206,0.3451,0.7783,0.9871,-0.5578,-0.3427,-0.6809,-0.7341,0,0,0,0,0,0,0,0
"angrylag",-0.5025,-0.1252,-0.4812,-0.5578,0.8791,0.48,0.585,0.6499,0,0,0,0,0,0,0,0
"anxiouslag",-0.3141,-0.0677,-0.2864,-0.3427,0.48,0.9744,0.4514,0.4155,0,0,0,0,0,0,0,0
"depressedlag",-0.6922,-0.1054,-0.5556,-0.6809,0.585,0.4514,0.9168,0.6849,0,0,0,0,0,0,0,0
"sadlag",-0.6055,-0.2124,-0.5621,-0.7341,0.6499,0.4155,0.6849,0.9708,0,0,0,0,0,0,0,0
"happy",0,0,0,0,0,0,0,0,0.3443,0,0,0,0,0,0,0
"excited",0,0,0,0,0,0,0,0,0,0.4673,0,0,0,0,0,0
"relaxed",0,0,0,0,0,0,0,0,0,0,0.4009,0,0,0,0,0
"satisfied",0,0,0,0,0,0,0,0,0,0,0,0.1757,0,0,0,0
"angry",0,0,0,0,0,0,0,0,0,0,0,0,0.4649,0,0,0
"anxious",0,0,0,0,0,0,0,0,0,0,0,0,0,0.6029,0,0
"depressed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4247,0
"sad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347
