"","happylag","excitedlag","relaxedlag","satisfiedlag","angrylag","anxiouslag","depressedlag","sadlag","happy","excited","relaxed","satisfied","angry","anxious","depressed","sad"
"happylag",1,0.7281,0.6693,0.693,-0.2535,-0.0161,-0.3075,-0.2246,0,0,0,0,0,0,0,0
"excitedlag",0.7281,1,0.506,0.5593,-0.1879,-0.0094,-0.2315,-0.1352,0,0,0,0,0,0,0,0
"relaxedlag",0.6693,0.506,1,0.6955,-0.3291,-0.0213,-0.3774,-0.1836,0,0,0,0,0,0,0,0
"satisfiedlag",0.693,0.5593,0.6955,1,-0.3245,-0.0262,-0.4353,-0.2346,0,0,0,0,0,0,0,0
"angrylag",-0.2535,-0.1879,-0.3291,-0.3245,1,0.0288,0.3307,0.4516,0,0,0,0,0,0,0,0
"anxiouslag",-0.0161,-0.0094,-0.0213,-0.0262,0.0288,1,0.0663,0.0055,0,0,0,0,0,0,0,0
"depressedlag",-0.3075,-0.2315,-0.3774,-0.4353,0.3307,0.0663,1,0.4007,0,0,0,0,0,0,0,0
"sadlag",-0.2246,-0.1352,-0.1836,-0.2346,0.4516,0.0055,0.4007,1,0,0,0,0,0,0,0,0
"happy",0,0,0,0,0,0,0,0,0.3754,0,0,0,0,0,0,0
"excited",0,0,0,0,0,0,0,0,0,0.3694,0,0,0,0,0,0
"relaxed",0,0,0,0,0,0,0,0,0,0,0.4872,0,0,0,0,0
"satisfied",0,0,0,0,0,0,0,0,0,0,0,0.4976,0,0,0,0
"angry",0,0,0,0,0,0,0,0,0,0,0,0,0.7534,0,0,0
"anxious",0,0,0,0,0,0,0,0,0,0,0,0,0,0.9954,0,0
"depressed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8178,0
"sad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8399
