"subj","lhs","op","rhs","est","se","z","pvalue","sarg","sarg.df","sarg.p"
"subj9","poslag","=~","excitedlag",0.809330710635459,0.0451360149880095,17.9309296766775,6.76391760027322e-72,2.2491481850897,1,0.133687975179963
"subj9","poslag","=~","relaxedlag",0.890462727474819,0.0546014868822305,16.3083970477846,8.60206039385675e-60,0.0882899522907237,1,0.766362488376216
"subj9","poslag","=~","satisfiedlag",1.07166046090137,0.0465215243268401,23.0357985127991,2.0415979539335e-117,4.45999170172169,1,0.0346976660823609
"subj9","neg","~","neglag",0.199752100425824,0.141679365655234,1.40988844424887,0.1585726253459,1.52654552761081,1,0.216631640737015
"subj9","neg","~","pos",-0.412420376690479,0.0911606954163864,-4.52410301179367,6.06521803249525e-06,1.52654552761081,1,0.216631640737015
"subj9","pos","~","poslag",0.353548697922937,0.0788566726481261,4.48343413499756,7.34512812018192e-06,3.24402007194569,1,0.0716845447286673
"subj10","neg","=~","anxious",1,0,NA,NA,NA,NA,NA
"subj10","neg","=~","angry",1.00670232375948,0.0918693755826502,10.9579750311223,6.0845577172515e-28,0.0750801602029008,1,0.784078787676758
"subj10","neg","=~","sad",1.23995916743969,0.113297979038781,10.9442302321674,7.08166990193034e-28,3.4825207616782,1,0.0620201971178122
"subj10","neg","=~","depressed",0.808828674744461,0.0843822281002193,9.58529648901697,9.21924699799395e-22,4.25889722124345,1,0.0390452607077186
"subj10","neglag","=~","anxiouslag",1,0,NA,NA,NA,NA,NA
"subj10","neglag","=~","angrylag",1.00670232375948,0.0918693755826502,10.9579750311223,6.0845577172515e-28,0.159192561189727,1,0.689900996373642
"subj10","neglag","=~","sadlag",1.23995916743969,0.113297979038781,10.9442302321674,7.08166990193034e-28,3.94155048936902,1,0.047107340519694
"subj10","neglag","=~","depressedlag",0.808828674744461,0.0843822281002193,9.58529648901697,9.21924699799379e-22,5.41425471323382,1,0.0199729779796405
"subj10","pos","=~","happy",1,0,NA,NA,NA,NA,NA
"subj10","pos","=~","excited",1.03028301763343,0.0960301839758397,10.7287414745831,7.46053031306685e-27,0.102561679958946,1,0.748776908697527
"subj10","pos","=~","relaxed",1.38690714100269,0.128668630172265,10.7789065535699,4.330021879292e-27,4.80582654913889,1,0.0283636575835568
"subj10","pos","=~","satisfied",1.65204614858263,0.137433113410727,12.0207285390195,2.76522552318002e-33,5.21519222023061,1,0.0223903716284471
"subj10","poslag","=~","happylag",1,0,NA,NA,NA,NA,NA
"subj10","poslag","=~","excitedlag",1.03028301763343,0.0960301839758397,10.7287414745831,7.46053031306671e-27,0.0648163272148813,1,0.799039390502379
"subj10","poslag","=~","relaxedlag",1.38690714100269,0.128668630172265,10.7789065535699,4.330021879292e-27,6.69711346109555,1,0.00965691266688057
"subj10","poslag","=~","satisfiedlag",1.65204614858263,0.137433113410727,12.0207285390195,2.7652255231799e-33,6.87923878906343,1,0.00872026950190926
"subj10","neg","~","neglag",0.669957480625808,0.125958699360458,5.31886629528129,1.04415830003238e-07,0.162669793274123,1,0.686710303813537
"subj10","neg","~","pos",-0.247180371812675,0.219705236616779,-1.12505453041986,0.260565927537492,0.162669793274123,1,0.686710303813537
"subj10","pos","~","poslag",0.426441885319796,0.107532775732541,3.96569215678442,7.31832663967857e-05,4.72743294497648,1,0.0296851589833594
