"","happylag","excitedlag","relaxedlag","satisfiedlag","angrylag","anxiouslag","depressedlag","sadlag","happy","excited","relaxed","satisfied","angry","anxious","depressed","sad"
"happy",0.0786,0,0,0,0,0,0,0,0,0,0.1205,0,0,0,0,0
"excited",0,0.0673,0,0,0,0,0,0,0.0689,0,0,0,0,0,0,0
"relaxed",0,0,0.0636,0,0,0,0,0,0,0.0705,0,0.0777,0,0,0,0
"satisfied",0,0,0,0.0564,0,0,0,0,0.0657,0.0619,0,0,0,0,0,0
"angry",0,0,0,0,0.0768,0,0,0,0,0.0715,0,0,0,0,0,0.0737
"anxious",0,0,0,0,0,0.0732,0,0,0,0,0,0.0661,0,0,0,0
"depressed",0,0,0,0,0,0,0.0545,0,0.0607,0.0607,0,0,0,0,0,0
"sad",0,0,0,0,0,0,0,0.0717,0.0838,0,0,0,0,0,0.0844,0
