"","happylag","excitedlag","relaxedlag","satisfiedlag","angrylag","anxiouslag","depressedlag","sadlag","happy","excited","relaxed","satisfied","angry","anxious","depressed","sad"
"happy",0.0641,0.065,0,0,0,0,0,0,0,0,0.0547,0,0,0,0,0
"excited",0,0.0555,0,0,0,0,0,0,0.0544,0,0,0,0,0,0,0
"relaxed",0,0,0.0557,0,0,0,0,0,0,0,0,0.0572,0,0,0,0
"satisfied",0,0,0,0.0609,0,0,0,0,0.0804,0.073,0,0,0,0,0,0
"angry",0,0,0,0,0.0656,0,0,0,0,0,0.0595,0,0,0,0,0.0605
"anxious",0,0,0,0,0,0.0722,0,0,0,0,0,0,0,0,0,0
"depressed",0,0,0,0,0,0,0.0608,0,0.0843,0,0,0.0847,0,0,0,0
"sad",0,0,0,0,0,0,0,0.0631,0,0,0,0,0,0,0.0614,0
