"","happylag","excitedlag","relaxedlag","satisfiedlag","angrylag","anxiouslag","depressedlag","sadlag","happy","excited","relaxed","satisfied","angry","anxious","depressed","sad"
"happy",0.1811,0,0,0,0,0,0,0,0,0,0.2532,0.4195,0,0,0,0
"excited",0,0.2564,0,0,0,0,0,0,0.4713,0,0,0,0,0,0,0
"relaxed",0,0,0.3651,0,0,0,0,0,0,0,0,0,0,0,0,0
"satisfied",0,0,0,0.2612,0,0,0,0,0,0,0.4946,0,0,0,0,0
"angry",0,0,0,0,0.2259,0,0,0,0,0,0,0,0,0,0.3178,0
"anxious",0,0,0,0,0,0.1474,0,0,0,0,0,0,0.2682,0,0,0
"depressed",0,0,0,0,0,0,0.2393,0,-0.3756,0,0,0,0,0,0,0
"sad",0,0,0,0,0,0,0,0.2313,-0.2381,0,0,0,0.3513,0,0,0
