"","happylag","excitedlag","relaxedlag","satisfiedlag","angrylag","anxiouslag","depressedlag","sadlag","happy","excited","relaxed","satisfied","angry","anxious","depressed","sad"
"happy",0.0194,0,0,0,0,0,0,0,0,0,0.0205,0.0212,0,0,0,0
"excited",0,0.0205,0,0,0,0,0,0,0.019,0,0,0,0,0,0,0
"relaxed",0,0,0.0226,0,0,0,0,0,0,0,0,0,0,0,0,0
"satisfied",0,0,0,0.02,0,0,0,0,0,0,0.0191,0,0,0,0,0
"angry",0,0,0,0,0.0227,0,0,0,0,0,0,0,0,0,0.0213,0
"anxious",0,0,0,0,0,0.0232,0,0,0,0,0,0,0.0221,0,0,0
"depressed",0,0,0,0,0,0,0.0218,0,0.0205,0,0,0,0,0,0,0
"sad",0,0,0,0,0,0,0,0.0207,0.0201,0,0,0,0.0201,0,0,0
