"","happylag","excitedlag","relaxedlag","satisfiedlag","angrylag","anxiouslag","depressedlag","sadlag","happy","excited","relaxed","satisfied","angry","anxious","depressed","sad"
"happylag",1,0.6208,0.5245,0.7093,-0.4,-0.3603,-0.6607,-0.4928,0,0,0,0,0,0,0,0
"excitedlag",0.6208,1,0.6418,0.6412,-0.4549,-0.2559,-0.719,-0.4199,0,0,0,0,0,0,0,0
"relaxedlag",0.5245,0.6418,1,0.6379,-0.2762,-0.3555,-0.6234,-0.3191,0,0,0,0,0,0,0,0
"satisfiedlag",0.7093,0.6412,0.6379,1,-0.4482,-0.4345,-0.6414,-0.4855,0,0,0,0,0,0,0,0
"angrylag",-0.4,-0.4549,-0.2762,-0.4482,1,0.2953,0.3959,0.3398,0,0,0,0,0,0,0,0
"anxiouslag",-0.3603,-0.2559,-0.3555,-0.4345,0.2953,1,0.3541,0.2148,0,0,0,0,0,0,0,0
"depressedlag",-0.6607,-0.719,-0.6234,-0.6414,0.3959,0.3541,1,0.3896,0,0,0,0,0,0,0,0
"sadlag",-0.4928,-0.4199,-0.3191,-0.4855,0.3398,0.2148,0.3896,1,0,0,0,0,0,0,0,0
"happy",0,0,0,0,0,0,0,0,0.5771,0,0,0,0,0,0,0
"excited",0,0,0,0,0,0,0,0,0,0.596,0,0,0,0,0,0
"relaxed",0,0,0,0,0,0,0,0,0,0,0.5128,0,0,0,0,0
"satisfied",0,0,0,0,0,0,0,0,0,0,0,0.5002,0,0,0,0
"angry",0,0,0,0,0,0,0,0,0,0,0,0,0.7922,0,0,0
"anxious",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7675,0,0
"depressed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4834,0
"sad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7273
