"","happylag","excitedlag","relaxedlag","satisfiedlag","angrylag","anxiouslag","depressedlag","sadlag","happy","excited","relaxed","satisfied","angry","anxious","depressed","sad"
"happylag",1.0089,0.6838,0.6084,0.7965,-0.3812,-0.3722,-0.5465,-0.6232,0,0,0,0,0,0,0,0
"excitedlag",0.6838,1.0052,0.5331,0.6313,-0.1558,-0.159,-0.3171,-0.4107,0,0,0,0,0,0,0,0
"relaxedlag",0.6084,0.5331,1.0078,0.6739,-0.1895,-0.1499,-0.3293,-0.3665,0,0,0,0,0,0,0,0
"satisfiedlag",0.7965,0.6313,0.6739,1.0082,-0.3627,-0.3616,-0.457,-0.5323,0,0,0,0,0,0,0,0
"angrylag",-0.3812,-0.1558,-0.1895,-0.3627,1.0026,0.4722,0.4945,0.419,0,0,0,0,0,0,0,0
"anxiouslag",-0.3722,-0.159,-0.1499,-0.3616,0.4722,1.0003,0.3183,0.3496,0,0,0,0,0,0,0,0
"depressedlag",-0.5465,-0.3171,-0.3293,-0.457,0.4945,0.3183,1.0048,0.5164,0,0,0,0,0,0,0,0
"sadlag",-0.6232,-0.4107,-0.3665,-0.5323,0.419,0.3496,0.5164,1.0009,0,0,0,0,0,0,0,0
"happy",0,0,0,0,0,0,0,0,0.3672,0,0,0,0,0,0,0
"excited",0,0,0,0,0,0,0,0,0,0.5124,0,0,0,0,0,0
"relaxed",0,0,0,0,0,0,0,0,0,0,0.9352,0,0,0,0,0
"satisfied",0,0,0,0,0,0,0,0,0,0,0,0.4357,0,0,0,0
"angry",0,0,0,0,0,0,0,0,0,0,0,0,0.7023,0,0,0
"anxious",0,0,0,0,0,0,0,0,0,0,0,0,0,0.7717,0,0
"depressed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5913,0
"sad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5593
