"","happylag","excitedlag","relaxedlag","satisfiedlag","angrylag","anxiouslag","depressedlag","sadlag","happy","excited","relaxed","satisfied","angry","anxious","depressed","sad"
"happylag",1,0.772,0.5048,0.6745,0.0226,-0.0358,0.1966,-0.4067,0,0,0,0,0,0,0,0
"excitedlag",0.772,1,0.4407,0.6682,0.009,-0.1219,0.1431,-0.1817,0,0,0,0,0,0,0,0
"relaxedlag",0.5048,0.4407,1,0.4888,-0.1084,-0.0336,0.0891,-0.2424,0,0,0,0,0,0,0,0
"satisfiedlag",0.6745,0.6682,0.4888,1,-0.0915,-0.1873,0.0596,-0.5054,0,0,0,0,0,0,0,0
"angrylag",0.0226,0.009,-0.1084,-0.0915,1,0.0207,0.007,0.0797,0,0,0,0,0,0,0,0
"anxiouslag",-0.0358,-0.1219,-0.0336,-0.1873,0.0207,1,0.0948,-0.0312,0,0,0,0,0,0,0,0
"depressedlag",0.1966,0.1431,0.0891,0.0596,0.007,0.0948,1,-0.0281,0,0,0,0,0,0,0,0
"sadlag",-0.4067,-0.1817,-0.2424,-0.5054,0.0797,-0.0312,-0.0281,1,0,0,0,0,0,0,0,0
"happy",0,0,0,0,0,0,0,0,0.2822,0,0,0,0,0,0,0
"excited",0,0,0,0,0,0,0,0,0,0.3241,0,0,0,0,0,0
"relaxed",0,0,0,0,0,0,0,0,0,0,0.697,0,0,0,0,0
"satisfied",0,0,0,0,0,0,0,0,0,0,0,0.4899,0,0,0,0
"angry",0,0,0,0,0,0,0,0,0,0,0,0,0.9819,0,0,0
"anxious",0,0,0,0,0,0,0,0,0,0,0,0,0,0.9974,0,0
"depressed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0
"sad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4
