"","happylag","excitedlag","relaxedlag","satisfiedlag","angrylag","anxiouslag","depressedlag","sadlag","happy","excited","relaxed","satisfied","angry","anxious","depressed","sad"
"happylag",1.0012,0.3226,0.4228,0.0941,-0.2257,0.0464,-0.4178,-0.248,0,0,0,0,0,0,0,0
"excitedlag",0.3226,0.9958,0.0954,0.3138,0.0422,0.1808,-0.1822,-0.0416,0,0,0,0,0,0,0,0
"relaxedlag",0.4228,0.0954,1.004,0.1083,-0.2501,0.0749,-0.4327,-0.2169,0,0,0,0,0,0,0,0
"satisfiedlag",0.0941,0.3138,0.1083,0.9888,0.1273,0.3618,-0.0998,0.1047,0,0,0,0,0,0,0,0
"angrylag",-0.2257,0.0422,-0.2501,0.1273,0.9851,0.2424,0.1499,0.6056,0,0,0,0,0,0,0,0
"anxiouslag",0.0464,0.1808,0.0749,0.3618,0.2424,0.9973,-0.0237,0.2472,0,0,0,0,0,0,0,0
"depressedlag",-0.4178,-0.1822,-0.4327,-0.0998,0.1499,-0.0237,1.0025,0.2585,0,0,0,0,0,0,0,0
"sadlag",-0.248,-0.0416,-0.2169,0.1047,0.6056,0.2472,0.2585,0.995,0,0,0,0,0,0,0,0
"happy",0,0,0,0,0,0,0,0,0.722,0,0,0,0,0,0,0
"excited",0,0,0,0,0,0,0,0,0,0.7784,0,0,0,0,0,0
"relaxed",0,0,0,0,0,0,0,0,0,0,0.7287,0,0,0,0,0
"satisfied",0,0,0,0,0,0,0,0,0,0,0,0.8823,0,0,0,0
"angry",0,0,0,0,0,0,0,0,0,0,0,0,0.9096,0,0,0
"anxious",0,0,0,0,0,0,0,0,0,0,0,0,0,0.8596,0,0
"depressed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6617,0
"sad",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6146
