"","happylag","excitedlag","relaxedlag","satisfiedlag","angrylag","anxiouslag","depressedlag","sadlag","happy","excited","relaxed","satisfied","angry","anxious","depressed","sad"
"happy",0.1285,0,0,0,0,0,0,0,0,0,0.1979,0,0,0,0,-0.4514
"excited",0,0.0349,0,0,0,0,0,0,0.6692,0,0,0,0,0,0,0
"relaxed",0,0,0.0899,0,0,0,0,0,0,0,0,0.5498,0,0,0,0
"satisfied",0,0,0,0.0311,0,0,0,0,0.5915,0.2033,0,0,0,0,0,0
"angry",0,0,0,0,0.1624,0,0,0,0,0,0,0,0,0,0.3305,0.2023
"anxious",0,0,0,0,0,0.0178,0,0,0,0,0,0,0.4415,0,0,0
"depressed",0,0,0,0,0,0,0.3739,0,-0.3505,0,0,0,0,0,0,0
"sad",0,0,0,0,0,0,0,0.3427,0,0,0,0,0,0,0.2862,0
