"file","lhs","op","rhs","beta","se","z","pval","level"
"subj1","happy","~","happylag",0.341234151165197,0.0553181499233539,6.16857490060666,6.89082124694096e-10,"group"
"subj1","excited","~","excitedlag",0.426185054046593,0.0595342814581933,7.15864949753148,8.1468165546994e-13,"group"
"subj1","relaxed","~","relaxedlag",0.13345164013099,0.0618321891868676,2.15828748562786,0.0309054870945318,"group"
"subj1","satisfied","~","satisfiedlag",0.289764028005026,0.0388846132818534,7.45189429825839,9.1926466438963e-14,"group"
"subj1","angry","~","angrylag",0.230927953957287,0.0591084371694692,3.90685264263029,9.35061386271308e-05,"group"
"subj1","anxious","~","anxiouslag",0.368403900164744,0.0579578497380092,6.3564107679989,2.06522354773142e-10,"group"
"subj1","depressed","~","depressedlag",0.25365112656189,0.0505037047564508,5.02242613259954,5.1022822922242e-07,"group"
"subj1","sad","~","sadlag",0.391064934679717,0.0494477684689038,7.90864677595401,2.66453525910038e-15,"group"
"subj1","excited","~","happy",0.271588524775486,0.0602710598952604,4.50611828043932,6.60242934569233e-06,"group"
"subj1","happy","~","relaxed",0.394306275157524,0.0624702103383792,6.31190887659422,2.7561442017543e-10,"group"
"subj1","satisfied","~","excited",0.065597544030922,0.0330167669254735,1.98679489663512,0.0469451303999853,"group"
"subj1","satisfied","~","happy",0.448972850212818,0.0431870840255868,10.3959982560253,0,"group"
"subj1","depressed","~","happy",-0.603867165790081,0.0441645234827349,-13.6731276185092,0,"group"
"subj1","sad","~","depressed",0.547050495842422,0.0457825439530556,11.9488881265173,0,"group"
"subj1","angry","~","sad",0.588433127089165,0.0498110970200504,11.8132938700849,0,"group"
"subj1","relaxed","~","satisfied",0.596843400398462,0.0593515212440057,10.056075866105,0,"group"
"subj1","satisfied","~","sad",-0.280666772218228,0.0419931607164058,-6.68363055864424,2.33093544466101e-11,"ind"
"subj1","anxious","~","angry",0.384912259188412,0.0571811647868405,6.73145187971047,1.67978964071835e-11,"ind"
"subj10","happy","~","happylag",0.233088386563583,0.066602706920341,3.49968338137314,0.000465811079562561,"group"
"subj10","excited","~","excitedlag",0.0661680595450985,0.0674450532472696,0.981066162146995,0.326560115724354,"group"
"subj10","relaxed","~","relaxedlag",0.010113833721918,0.0568940984986571,0.177765954445288,0.858906785855595,"group"
"subj10","satisfied","~","satisfiedlag",0.0770224967258531,0.0609387656101649,1.26393267002778,0.206254194449967,"group"
"subj10","angry","~","angrylag",0.0886223786919194,0.0608296273164066,1.45689498031852,0.145145371885689,"group"
"subj10","anxious","~","anxiouslag",0.187810138747488,0.0598893855729881,3.13595033494877,0.00171298209896653,"group"
"subj10","depressed","~","depressedlag",0.323383035607449,0.0620462606257939,5.21196656085043,1.86849234751207e-07,"group"
"subj10","sad","~","sadlag",0.470453283557596,0.050851953380256,9.25142993111167,0,"group"
"subj10","excited","~","happy",0.471476323588334,0.0543986088948034,8.66706581596745,0,"group"
"subj10","happy","~","relaxed",0.190799535963077,0.07930743274268,2.40582161551166,0.016136141709254,"group"
"subj10","satisfied","~","excited",0.340599874857498,0.0612518045911057,5.56065045154533,2.68771036537885e-08,"group"
"subj10","satisfied","~","happy",0.262233651262642,0.0732434348130597,3.58030247942283,0.00034319669125793,"group"
"subj10","depressed","~","happy",-0.233962301251765,0.0610645213071708,-3.83139499407311,0.000127418753861352,"group"
"subj10","sad","~","depressed",0.326084095576644,0.0531388053707335,6.13645890797983,8.43811687190055e-10,"group"
"subj10","angry","~","sad",0.395914215275826,0.0578118049728931,6.84832821707371,7.4718009557273e-12,"group"
"subj10","relaxed","~","satisfied",0.545963755604508,0.0493265086957018,11.0683640509121,0,"group"
"subj10","anxious","~","sad",0.485561036453392,0.0529554429854637,9.16923755291177,0,"ind"
"subj10","angry","~","excited",-0.261077043148012,0.0520808594756662,-5.0129173323262,5.36109334925428e-07,"ind"
"subj10","relaxed","~","sadlag",0.25604743284777,0.0535818649938609,4.77862114125939,1.76501409443475e-06,"ind"
"subj10","angry","~","depressed",0.225203645426042,0.0562471184920518,4.00382546632793,6.23263542738339e-05,"ind"
"subj2","happy","~","happylag",0.788646566147085,0.0315912444793319,24.9640867001313,0,"group"
"subj2","excited","~","excitedlag",0.463220408331972,0.0667414061816608,6.9405251527238,3.90643073444608e-12,"group"
"subj2","relaxed","~","relaxedlag",0.441068928660381,0.0698674264065757,6.31294082729901,2.73782108095588e-10,"group"
"subj2","satisfied","~","satisfiedlag",0.0982872510638742,0.0707886597302131,1.38846040366441,0.164996894066861,"group"
"subj2","angry","~","angrylag",0.129527435097672,0.0857300975287943,1.51087469665093,0.13082037877783,"group"
"subj2","anxious","~","anxiouslag",-0.0551248510440912,0.080989945254953,-0.680638206021259,0.496100445608232,"group"
"subj2","depressed","~","depressedlag",-0.0811455159760009,0.0815582817775289,-0.994939008123615,0.31976592932939,"group"
"subj2","sad","~","sadlag",0.743972333779012,0.0346390519545606,21.4778491846415,0,"group"
"subj2","excited","~","happy",0.439615597261546,0.0633231215619544,6.94241828920946,3.85447229689362e-12,"group"
"subj2","happy","~","relaxed",0.139972990337923,0.0471959802187208,2.96578203671679,0.00301914377135626,"group"
"subj2","satisfied","~","excited",0.440019214171353,0.0756613821569959,5.81563806564254,6.04030336859296e-09,"group"
"subj2","satisfied","~","happy",0.114476483438193,0.0843793614770892,1.35668819287374,0.174880305667157,"group"
"subj2","depressed","~","happy",0.20073817814203,0.0731578173802275,2.74390605584529,0.00607129098391668,"group"
"subj2","sad","~","depressed",-0.0590926909071976,0.0528224121021629,-1.11870489353851,0.263266056848843,"group"
